1.000000000000000000e+00 1.817051737306178971e-01 -2.636589652538764206e+00
1.000000000000000000e+00 6.992282112401577709e-01 -1.601543577519684458e+00
1.000000000000000000e+00 3.670013875396244130e-01 -2.265997224920750952e+00
1.000000000000000000e+00 5.708105781021732827e-02 -2.885837884379565565e+00
1.000000000000000000e+00 5.184960203438129245e-01 -1.963007959312374151e+00
1.000000000000000000e+00 6.692483515386451476e-01 -1.661503296922709705e+00
1.000000000000000000e+00 4.396545387956981576e-01 -2.120690922408603463e+00
1.000000000000000000e+00 1.709207540099243472e-01 -2.658158491980151084e+00
1.000000000000000000e+00 2.416360622109738898e-01 -2.516727875578052220e+00
1.000000000000000000e+00 5.545474553921212468e-01 -1.890905089215757506e+00
1.000000000000000000e+00 9.396606519240735533e-02 -2.812067869615185067e+00
1.000000000000000000e+00 2.462119119646297705e-01 -2.507576176070740459e+00
1.000000000000000000e+00 9.128769914841066146e-01 -1.174246017031786771e+00
1.000000000000000000e+00 9.314565892776329736e-01 -1.137086821444734053e+00
1.000000000000000000e+00 5.901448580869778082e-01 -1.819710283826044384e+00
1.000000000000000000e+00 2.180381348142935716e-01 -2.563923730371413079e+00
1.000000000000000000e+00 6.169454748728175897e-02 -2.876610905025436260e+00
1.000000000000000000e+00 5.336931455954805337e-01 -1.932613708809038933e+00
1.000000000000000000e+00 4.952054215681312987e-01 -2.009589156863737180e+00
1.000000000000000000e+00 1.412027754990395900e-01 -2.717594449001921042e+00
1.000000000000000000e+00 3.538229062000339820e-01 -2.292354187599932036e+00
1.000000000000000000e+00 8.525336633276087150e-01 -1.294932673344782570e+00
1.000000000000000000e+00 3.553531125133739810e-01 -2.289293774973252038e+00
1.000000000000000000e+00 8.739446753152635416e-03 -2.982521106493694951e+00
1.000000000000000000e+00 7.053951541542075043e-01 -1.589209691691584991e+00
1.000000000000000000e+00 8.238669060712580094e-01 -1.352266187857483981e+00
1.000000000000000000e+00 9.551005353115445962e-01 -1.089798929376910808e+00
1.000000000000000000e+00 2.181792806149082109e-01 -2.563641438770183356e+00
