1.000000000000000000e+00,3.087232793780931850e-01,-2.382553441243813630e+00
1.000000000000000000e+00,7.414083411403815660e-02,-2.851718331771923687e+00
1.000000000000000000e+00,8.007747537904138513e-01,-1.398450492419172297e+00
1.000000000000000000e+00,9.882675116302326312e-01,-1.023464976739534738e+00
1.000000000000000000e+00,3.204757816489637312e-01,-2.359048436702072316e+00
1.000000000000000000e+00,2.497477222488128090e-01,-2.500504555502374160e+00
1.000000000000000000e+00,5.361896615044563497e-01,-1.927620676991087301e+00
1.000000000000000000e+00,6.087504934033117765e-01,-1.782499013193376447e+00
1.000000000000000000e+00,1.037874054770994148e-01,-2.792425189045800948e+00
1.000000000000000000e+00,8.739299062277386954e-01,-1.252140187544522609e+00
1.000000000000000000e+00,2.768621039833663033e-04,-2.999446275792033489e+00
1.000000000000000000e+00,5.667065505926550673e-01,-1.866586898814689865e+00
1.000000000000000000e+00,7.213374815976936194e-02,-2.855732503680461498e+00
1.000000000000000000e+00,1.086648373655907385e-01,-2.782670325268818523e+00
1.000000000000000000e+00,7.524950087542281452e-02,-2.849500998249154371e+00
1.000000000000000000e+00,1.765170823178692228e-01,-2.646965835364261554e+00
1.000000000000000000e+00,1.061671907150326666e-01,-2.787665618569934445e+00
1.000000000000000000e+00,5.420398832061263938e-01,-1.915920233587747212e+00
1.000000000000000000e+00,2.608504186246136669e-01,-2.478299162750772666e+00
1.000000000000000000e+00,2.817289519662548036e-01,-2.436542096067490171e+00
1.000000000000000000e+00,6.580463997886772942e-01,-1.683907200422645412e+00
1.000000000000000000e+00,4.837288481156334363e-01,-2.032542303768733127e+00
1.000000000000000000e+00,9.972014587110261674e-01,-1.005597082577947665e+00
1.000000000000000000e+00,7.418259848194387329e-01,-1.516348030361122534e+00
1.000000000000000000e+00,5.018474999602017261e-01,-1.996305000079596548e+00
1.000000000000000000e+00,5.804759645289263581e-01,-1.839048070942147284e+00
1.000000000000000000e+00,7.237643338583003016e-01,-1.552471332283399397e+00
1.000000000000000000e+00,4.780911363952438098e-01,-2.043817727209512380e+00
1.000000000000000000e+00,9.273345372736943037e-01,-1.145330925452611393e+00
1.000000000000000000e+00,2.915681059425900834e-01,-2.416863788114819833e+00
1.000000000000000000e+00,7.856472974926884678e-01,-1.428705405014623064e+00
1.000000000000000000e+00,1.892777601996997738e-02,-2.962144447960060045e+00
1.000000000000000000e+00,3.798658789281059711e-01,-2.240268242143788058e+00
1.000000000000000000e+00,9.098419974788476416e-01,-1.180316005042304717e+00
1.000000000000000000e+00,1.364433581889318292e-01,-2.727113283622136564e+00
1.000000000000000000e+00,2.285992182382374782e-01,-2.542801563523525044e+00
1.000000000000000000e+00,4.327555814599944872e-01,-2.134488837080010804e+00
1.000000000000000000e+00,2.458315032477584872e-01,-2.508336993504483026e+00
1.000000000000000000e+00,1.462375583936289525e-01,-2.707524883212742317e+00
1.000000000000000000e+00,7.497109056428415963e-01,-1.500578188714316807e+00
1.000000000000000000e+00,4.722676520208228812e-01,-2.055464695958354238e+00
1.000000000000000000e+00,1.586925664710481243e-01,-2.682614867057903751e+00
1.000000000000000000e+00,1.758494033091732023e-01,-2.648301193381653817e+00
1.000000000000000000e+00,9.643689296492905516e-01,-1.071262140701418897e+00
1.000000000000000000e+00,3.233564478063742920e-01,-2.353287104387251638e+00
1.000000000000000000e+00,2.467367376954733293e-01,-2.506526524609053119e+00
1.000000000000000000e+00,5.776854877847524827e-01,-1.844629024430495035e+00
1.000000000000000000e+00,5.995698048188403684e-01,-1.800860390362319263e+00
